applied_changed_count,blocked_by_family_mismatch_count,blocked_count,count,delta_vs_no_memory,delta_vs_orchestrator,dependency_violation_rate,eligible_count,episode_count,episode_idx,influence_counts,influence_type,mean_score,memory_changed_scheduling_decisions,memory_id,missing_required_agent_rate,no_memory_score,orchestrator_score,order_violation_rate,reason,recovery_success_rate,retrieve_events,retrieved_count,section,shuffled_score,source_family,source_labeled_refs,source_mismatch_rate,source_mismatch_refs,success_rate,support_only_count,task_family,top_memory_id,top_source_family,top_trigger_family,total_retrieved_refs,trigger_family,trigger_match_score_max,trigger_match_score_mean,trigger_match_score_min,trigger_match_score_p25,trigger_match_score_p50,trigger_match_score_p75,trigger_mismatch_rate,trigger_mismatch_refs,unnecessary_agent_calls,variant,verdict
,,,34,,,,,,,,,,,9e18ec9c-354a-436c-aca1-8d9f5b5c252b,,,,,,,,,top_retrieved_memory,,form_submission,,,,,,form_submission,,,,,form_submission,,,,,,,,,,mas_orchestrator_memory,
,,,34,,,,,,,,,,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,,,,,,,,,top_retrieved_memory,,,,,,,,dynamic_recovery,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,34,,,,,,,,,,,66f04189-32a3-4e25-bb4b-53c932f60c81,,,,,,,,,top_retrieved_memory,,form_submission,,,,,,form_submission,,,,,form_submission,,,,,,,,,,mas_orchestrator_memory,
,,,30,,,,,,,,,,,f2174637-20e1-4774-aec3-902e73e652a9,,,,,,,,,top_retrieved_memory,,dynamic_recovery,,,,,,dynamic_recovery,,,,,dynamic_recovery,,,,,,,,,,mas_orchestrator_memory,
,,,30,,,,,,,,,,,2aa154fa-e9a5-4d54-965e-4e2ef658dc41,,,,,,,,,top_retrieved_memory,,dynamic_recovery,,,,,,dynamic_recovery,,,,,dynamic_recovery,,,,,,,,,,mas_orchestrator_memory,
,,,26,,,,,,,,,,,2bd968ec-a926-40a0-851e-5d71100c79aa,,,,,,,,,top_retrieved_memory,,evidence_based_writing,,,,,,evidence_based_writing,,,,,evidence_based_writing,,,,,,,,,,mas_orchestrator_memory,
,,,26,,,,,,,,,,,b36be4dc-4fc4-46fa-ab70-393952186cfb,,,,,,,,,top_retrieved_memory,,evidence_based_writing,,,,,,evidence_based_writing,,,,,evidence_based_writing,,,,,,,,,,mas_orchestrator_memory,
,,,25,,,,,,,,,,,ba7926ad-6468-4c37-bf26-145a88bb08f3,,,,,,,,,top_retrieved_memory,,,,,,,,troubleshooting,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,25,,,,,,,,,,,966b7962-dc64-48f9-bab5-effd232e2bc6,,,,,,,,,top_retrieved_memory,,,,,,,,troubleshooting,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,16,,,,,,,,,,,872eedfe-e03c-4825-840f-3f0fbeeffde0,,,,,,,,,top_retrieved_memory,,,,,,,,form_submission,,,,,data_analysis,,,,,,,,,,mas_orchestrator_memory,
,,,16,,,,,,,,,,,e213f316-066e-40e6-952e-502eae0a40a1,,,,,,,,,top_retrieved_memory,,,,,,,,content_creation,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,16,,,,,,,,,,,873fa517-edd5-42da-bbfe-dd12abff7404,,,,,,,,,top_retrieved_memory,,,,,,,,form_submission,,,,,data_analysis,,,,,,,,,,mas_orchestrator_memory,
,,,16,,,,,,,,,,,d103440a-f1a4-4c8a-977c-f45d7fee44ef,,,,,,,,,top_retrieved_memory,,,,,,,,research_report,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,16,,,,,,,,,,,947eab93-0cd6-4b31-b956-8f2f83366a32,,,,,,,,,top_retrieved_memory,,,,,,,,content_creation,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,16,,,,,,,,,,,a9c169f0-7b0c-4dc0-90f8-ddfa42864fd3,,,,,,,,,top_retrieved_memory,,,,,,,,research_report,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,14,,,,,,,,,,,873fa517-edd5-42da-bbfe-dd12abff7404,,,,,,,,,top_retrieved_memory,,,,,,,,debugging,,,,,data_analysis,,,,,,,,,,mas_orchestrator_memory,
,,,14,,,,,,,,,,,873fa517-edd5-42da-bbfe-dd12abff7404,,,,,,,,,top_retrieved_memory,,,,,,,,multi_source_conflict,,,,,data_analysis,,,,,,,,,,mas_orchestrator_memory,
,,,14,,,,,,,,,,,872eedfe-e03c-4825-840f-3f0fbeeffde0,,,,,,,,,top_retrieved_memory,,,,,,,,multi_source_conflict,,,,,data_analysis,,,,,,,,,,mas_orchestrator_memory,
,,,14,,,,,,,,,,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,,,,,,,,,top_retrieved_memory,,,,,,,,data_analysis,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,14,,,,,,,,,,,da8edf39-bb77-4a04-ac0a-bc951a352d6d,,,,,,,,,top_retrieved_memory,,,,,,,,data_analysis,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,14,,,,,,,,,,,872eedfe-e03c-4825-840f-3f0fbeeffde0,,,,,,,,,top_retrieved_memory,,,,,,,,debugging,,,,,data_analysis,,,,,,,,,,mas_orchestrator_memory,
,,,13,,,,,,,,,,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,,,,,,,,,top_retrieved_memory,,,,,,,,multi_source_conflict,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,13,,,,,,,,,,,da8edf39-bb77-4a04-ac0a-bc951a352d6d,,,,,,,,,top_retrieved_memory,,,,,,,,multi_source_conflict,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,12,,,,,,,,,,,947eab93-0cd6-4b31-b956-8f2f83366a32,,,,,,,,,top_retrieved_memory,,,,,,,,multi_source_conflict,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,12,,,,,,,,,,,947eab93-0cd6-4b31-b956-8f2f83366a32,,,,,,,,,top_retrieved_memory,,,,,,,,debugging,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,12,,,,,,,,,,,e213f316-066e-40e6-952e-502eae0a40a1,,,,,,,,,top_retrieved_memory,,,,,,,,multi_source_conflict,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,12,,,,,,,,,,,872eedfe-e03c-4825-840f-3f0fbeeffde0,,,,,,,,,top_retrieved_memory,,,,,,,,evidence_based_writing,,,,,data_analysis,,,,,,,,,,mas_orchestrator_memory,
,,,12,,,,,,,,,,,873fa517-edd5-42da-bbfe-dd12abff7404,,,,,,,,,top_retrieved_memory,,,,,,,,evidence_based_writing,,,,,data_analysis,,,,,,,,,,mas_orchestrator_memory,
,,,12,,,,,,,,,,,e213f316-066e-40e6-952e-502eae0a40a1,,,,,,,,,top_retrieved_memory,,,,,,,,debugging,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,10,,,,,,,,,,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,,,,,,,,,top_retrieved_memory,,,,,,,,debugging,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,10,,,,,,,,,,,da8edf39-bb77-4a04-ac0a-bc951a352d6d,,,,,,,,,top_retrieved_memory,,,,,,,,form_submission,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,10,,,,,,,,,,,da8edf39-bb77-4a04-ac0a-bc951a352d6d,,,,,,,,,top_retrieved_memory,,,,,,,,debugging,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,10,,,,,,,,,,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,,,,,,,,,top_retrieved_memory,,,,,,,,form_submission,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,9,,,,,,,,,,,a9c169f0-7b0c-4dc0-90f8-ddfa42864fd3,,,,,,,,,top_retrieved_memory,,,,,,,,multi_source_conflict,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,9,,,,,,,,,,,d103440a-f1a4-4c8a-977c-f45d7fee44ef,,,,,,,,,top_retrieved_memory,,,,,,,,debugging,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,9,,,,,,,,,,,e213f316-066e-40e6-952e-502eae0a40a1,,,,,,,,,top_retrieved_memory,,,,,,,,evidence_based_writing,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,9,,,,,,,,,,,a9c169f0-7b0c-4dc0-90f8-ddfa42864fd3,,,,,,,,,top_retrieved_memory,,,,,,,,debugging,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,9,,,,,,,,,,,d103440a-f1a4-4c8a-977c-f45d7fee44ef,,,,,,,,,top_retrieved_memory,,,,,,,,multi_source_conflict,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,9,,,,,,,,,,,947eab93-0cd6-4b31-b956-8f2f83366a32,,,,,,,,,top_retrieved_memory,,,,,,,,evidence_based_writing,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,d103440a-f1a4-4c8a-977c-f45d7fee44ef,,,,,,,,,top_retrieved_memory,,,,,,,,troubleshooting,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,947eab93-0cd6-4b31-b956-8f2f83366a32,,,,,,,,,top_retrieved_memory,,,,,,,,form_submission,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,f9916f59-e857-4e17-90ad-c60e5bffb8fd,,,,,,,,,top_retrieved_memory,,,,,,,,multi_source_conflict,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,e213f316-066e-40e6-952e-502eae0a40a1,,,,,,,,,top_retrieved_memory,,,,,,,,research_report,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,70593e23-c314-4938-b47e-2151991334b4,,,,,,,,,top_retrieved_memory,,,,,,,,dynamic_recovery,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,f9916f59-e857-4e17-90ad-c60e5bffb8fd,,,,,,,,,top_retrieved_memory,,,,,,,,form_submission,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,947eab93-0cd6-4b31-b956-8f2f83366a32,,,,,,,,,top_retrieved_memory,,,,,,,,research_report,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,f9916f59-e857-4e17-90ad-c60e5bffb8fd,,,,,,,,,top_retrieved_memory,,,,,,,,research_report,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,70593e23-c314-4938-b47e-2151991334b4,,,,,,,,,top_retrieved_memory,,,,,,,,form_submission,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,,,,,,,,,top_retrieved_memory,,,,,,,,content_creation,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,da8edf39-bb77-4a04-ac0a-bc951a352d6d,,,,,,,,,top_retrieved_memory,,,,,,,,evidence_based_writing,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,70593e23-c314-4938-b47e-2151991334b4,,,,,,,,,top_retrieved_memory,,,,,,,,multi_source_conflict,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,f9916f59-e857-4e17-90ad-c60e5bffb8fd,,,,,,,,,top_retrieved_memory,,,,,,,,debugging,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,a9c169f0-7b0c-4dc0-90f8-ddfa42864fd3,,,,,,,,,top_retrieved_memory,,,,,,,,form_submission,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,da8edf39-bb77-4a04-ac0a-bc951a352d6d,,,,,,,,,top_retrieved_memory,,,,,,,,content_creation,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,e213f316-066e-40e6-952e-502eae0a40a1,,,,,,,,,top_retrieved_memory,,,,,,,,form_submission,,,,,content_creation,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,70593e23-c314-4938-b47e-2151991334b4,,,,,,,,,top_retrieved_memory,,,,,,,,code_review,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,70593e23-c314-4938-b47e-2151991334b4,,,,,,,,,top_retrieved_memory,,,,,,,,debugging,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,70593e23-c314-4938-b47e-2151991334b4,,,,,,,,,top_retrieved_memory,,,,,,,,research_report,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,f9916f59-e857-4e17-90ad-c60e5bffb8fd,,,,,,,,,top_retrieved_memory,,,,,,,,code_review,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,93d3ad73-8ff3-43af-a2f7-58ce55d59572,,,,,,,,,top_retrieved_memory,,,,,,,,evidence_based_writing,,,,,research_report,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,d103440a-f1a4-4c8a-977c-f45d7fee44ef,,,,,,,,,top_retrieved_memory,,,,,,,,form_submission,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,a9c169f0-7b0c-4dc0-90f8-ddfa42864fd3,,,,,,,,,top_retrieved_memory,,,,,,,,troubleshooting,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,,,,f9916f59-e857-4e17-90ad-c60e5bffb8fd,,,,,,,,,top_retrieved_memory,,,,,,,,dynamic_recovery,,,,,troubleshooting,,,,,,,,,,mas_orchestrator_memory,
,,,5,,,,,,,,,,,d103440a-f1a4-4c8a-977c-f45d7fee44ef,,,,,,,,,top_retrieved_memory,,,,,,,,code_review,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,5,,,,,,,,,,,872eedfe-e03c-4825-840f-3f0fbeeffde0,,,,,,,,,top_retrieved_memory,,,,,,,,code_review,,,,,data_analysis,,,,,,,,,,mas_orchestrator_memory,
,,,5,,,,,,,,,,,873fa517-edd5-42da-bbfe-dd12abff7404,,,,,,,,,top_retrieved_memory,,,,,,,,code_review,,,,,data_analysis,,,,,,,,,,mas_orchestrator_memory,
,,,5,,,,,,,,,,,a9c169f0-7b0c-4dc0-90f8-ddfa42864fd3,,,,,,,,,top_retrieved_memory,,,,,,,,code_review,,,,,code_review,,,,,,,,,,mas_orchestrator_memory,
,,,17,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,code_review,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,115,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,code_review,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,23,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,content_creation,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,95,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,content_creation,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,14,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,data_analysis,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,104,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,data_analysis,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,66,,,,,,,,changed_agent_selection,,,,,,,,,,,,influence_counts,,,,,,,,debugging,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,52,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,debugging,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,198,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,debugging,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,24,,,,,,,,changed_agent_selection,,,,,,,,,,,,influence_counts,,,,,,,,dynamic_recovery,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,41,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,dynamic_recovery,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,77,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,dynamic_recovery,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,10,,,,,,,,changed_agent_selection,,,,,,,,,,,,influence_counts,,,,,,,,evidence_based_writing,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,28,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,evidence_based_writing,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,70,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,evidence_based_writing,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,14,,,,,,,,changed_agent_selection,,,,,,,,,,,,influence_counts,,,,,,,,form_submission,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,47,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,form_submission,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,101,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,form_submission,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,20,,,,,,,,changed_agent_selection,,,,,,,,,,,,influence_counts,,,,,,,,multi_source_conflict,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,55,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,multi_source_conflict,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,151,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,multi_source_conflict,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,30,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,research_report,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,120,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,research_report,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,7,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,troubleshooting,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,57,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,troubleshooting,,,,,,,,,,,,,,,mas_orchestrator_memory,
,,,17,,,,,,,,changed_agent_selection,,,,,,,,,,,,influence_counts,,,,,,,,debugging,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,98,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,debugging,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,79,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,debugging,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,45,,,,,,,,changed_agent_selection,,,,,,,,,,,,influence_counts,,,,,,,,dynamic_recovery,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,117,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,dynamic_recovery,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,82,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,dynamic_recovery,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,18,,,,,,,,changed_agent_selection,,,,,,,,,,,,influence_counts,,,,,,,,evidence_based_writing,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,96,,,,,,,,none,,,,,,,,,,,,influence_counts,,,,,,,,evidence_based_writing,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,68,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,evidence_based_writing,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,26,,,,,,,,changed_agent_selection,,,,,,,,,,,,influence_counts,,,,,,,,form_submission,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,128,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,form_submission,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,37,,,,,,,,changed_agent_selection,,,,,,,,,,,,influence_counts,,,,,,,,multi_source_conflict,,,,,,,,,,,,,,,mas_shuffled_memory,
,,,178,,,,,,,,support_only,,,,,,,,,,,,influence_counts,,,,,,,,multi_source_conflict,,,,,,,,,,,,,,,mas_shuffled_memory,
0,0,0,,,,,0,,,,,,,,,,,,,,,0,eligibility_summary,,,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,mas_no_memory,
134,0,0,,,,,454,,,,,,,,,,,,,,,1536,eligibility_summary,,,,,,,1088,,,,,,,0.7,0.207,0.0,0.0,0.0,0.7,,,,mas_orchestrator_memory,
143,311,311,,,,,184,,,,,,,,,,,,,,,989,eligibility_summary,,,,,,,535,,,,,,,0.7,0.35,0.0,0.0,0.7,0.7,,,,mas_shuffled_memory,
,,,,,0.7000000000000001,,,,97,"{'changed_agent_selection': 2, 'support_only': 12}",,,,,,,0.1,,,,14,,shuffled_improved,0.8,,,,,,,multi_source_conflict,e71fe44e-da3d-456e-8c06-6fd3585d9e27,multi_source_conflict,multi_source_conflict,,,,,,,,,,,,,
,,,,,0.6499999999999999,,,,89,"{'changed_agent_selection': 3, 'support_only': 14}",,,,,,,0.05,,,,17,,shuffled_improved,0.7,,,,,,,multi_source_conflict,e71fe44e-da3d-456e-8c06-6fd3585d9e27,multi_source_conflict,multi_source_conflict,,,,,,,,,,,,,
,,,,,0.6000000000000001,,,,30,"{'changed_agent_selection': 2, 'support_only': 8}",,,,,,,0.2,,,,10,,shuffled_improved,0.8,,,,,,,form_submission,fb58f616-7d81-4d89-8187-9ea1cada5d13,form_submission,form_submission,,,,,,,,,,,,,
,,,,,0.6,,,,36,"{'changed_agent_selection': 2, 'support_only': 12}",,,,,,,0.1,,,,14,,shuffled_improved,0.7,,,,,,,form_submission,fb58f616-7d81-4d89-8187-9ea1cada5d13,form_submission,form_submission,,,,,,,,,,,,,
,,,,,0.6,,,,69,"{'changed_agent_selection': 2, 'support_only': 10}",,,,,,,0.1,,,,12,,shuffled_improved,0.7,,,,,,,multi_source_conflict,eb8da17d-cd91-4413-8c06-7f127d72cbd9,multi_source_conflict,multi_source_conflict,,,,,,,,,,,,,
,,,,,0.6,,,,74,"{'changed_agent_selection': 2, 'support_only': 12}",,,,,,,0.1,,,,14,,shuffled_improved,0.7,,,,,,,form_submission,8be29d2b-3125-42a6-8fb1-dc0f79db4436,form_submission,form_submission,,,,,,,,,,,,,
,,,,,0.5499999999999999,,,,82,"{'none': 5, 'changed_agent_selection': 3, 'support_only': 4}",,,,,,,0.05,,,,12,,shuffled_improved,0.6,,,,,,,dynamic_recovery,820afdec-004d-4dd0-a759-670255772865,debugging,dynamic_recovery,,,,,,,,,,,,,
,,,,,0.5,,,,57,"{'none': 7, 'changed_agent_selection': 3, 'support_only': 4}",,,,,,,0.0,,,,14,,shuffled_improved,0.5,,,,,,,dynamic_recovery,5c40b80b-aa4d-41f5-bdb8-cdf0c5c71904,debugging,dynamic_recovery,,,,,,,,,,,,,
,,,,-0.6,,,,,35,"{'changed_agent_selection': 4, 'support_only': 9, 'none': 11}",,,,,,0.6,,,,,24,,shuffled_negative_transfer,0.0,,,,,,,dynamic_recovery,820afdec-004d-4dd0-a759-670255772865,debugging,dynamic_recovery,,,,,,,,,,,,,
,,,,-0.3,,,,,15,"{'changed_agent_selection': 1, 'support_only': 10, 'none': 11}",,,,,,0.6,,,,,22,,shuffled_negative_transfer,0.3,,,,,,,debugging,3cb5febb-2c4f-4c35-a74a-1e3bdcbb7f0b,evidence_based_writing,debugging,,,,,,,,,,,,,
,,,,-0.19999999999999998,,,,,66,"{'none': 9, 'changed_agent_selection': 1, 'support_only': 8}",,,,,,0.35,,,,,18,,shuffled_negative_transfer,0.15,,,,,,,evidence_based_writing,2676a723-c0d9-41fd-9741-5442e6c8d6bb,dynamic_recovery,evidence_based_writing,,,,,,,,,,,,,
,,,,-0.19999999999999996,,,,,27,"{'none': 9, 'changed_agent_selection': 2, 'support_only': 7}",,,,,,0.6,,,,,18,,shuffled_negative_transfer,0.4,,,,,,,debugging,22fca269-51ca-4f80-88ef-57b4d0d82051,evidence_based_writing,debugging,,,,,,,,,,,,,
,,,,-0.1,,,,,93,"{'none': 9, 'changed_agent_selection': 1, 'support_only': 4}",,,,,,0.25,,,,,14,,shuffled_negative_transfer,0.15,,,,,,,evidence_based_writing,2676a723-c0d9-41fd-9741-5442e6c8d6bb,dynamic_recovery,evidence_based_writing,,,,,,,,,,,,,
,,,,-0.09999999999999998,,,,,34,"{'changed_agent_selection': 2, 'support_only': 7, 'none': 9}",,,,,,0.5,,,,,18,,shuffled_negative_transfer,0.4,,,,,,,debugging,3cb5febb-2c4f-4c35-a74a-1e3bdcbb7f0b,evidence_based_writing,debugging,,,,,,,,,,,,,
,,,,-0.09999999999999998,,,,,48,"{'changed_agent_selection': 2, 'support_only': 3, 'none': 7}",,,,,,0.6,,,,,12,,shuffled_negative_transfer,0.5,,,,,,,dynamic_recovery,5c40b80b-aa4d-41f5-bdb8-cdf0c5c71904,debugging,dynamic_recovery,,,,,,,,,,,,,
,,,,-0.09999999999999998,,,,,81,"{'changed_agent_selection': 2, 'support_only': 3, 'none': 7}",,,,,,0.6,,,,,12,,shuffled_negative_transfer,0.5,,,,,,,dynamic_recovery,5c40b80b-aa4d-41f5-bdb8-cdf0c5c71904,debugging,dynamic_recovery,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,High trigger-task mismatch in retrieved refs,,,,matching_permissiveness,,,508,0.0,0,,,,,,,1536,,,,,,,,0.382,586,,mas_orchestrator_memory,too_permissive_by_trigger
,,,,,,,,,,,,,,,,,,,Retrieved memories often originate from different source_family while still matching by task_family trigger,,,,matching_permissiveness,,,989,0.627,620,,,,,,,989,,,,,,,,0.0,0,,mas_shuffled_memory,too_permissive_by_content
